터널명,터널종류,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,터널시작점위도,터널시작점경도,터널종료점위도,터널종료점경도,터널연장,터널폭,터널보도폭,터널높이,차로수,터널준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,터널보수보강내역,터널보수보강비용,중계기종류,터널관리시스템적용여부,관리기관명,관리기관전화번호,데이터기준일자
신청학터널,도로터널,01,일반국도,일반국도43호선,43,하행,경기도,남양주시,41360,경기도 남양주시 별내면 청학리, 37.705282, 127.115708, 37.704380, 127.117504,190,10.5,0,8,3,2016,2024-09-14,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
신선봉터널,도로터널,02,일반국도,일반국도75호선,75,양방향,경기도,가평군,41820,경기도 가평군 설악면 선촌리, 37.692454, 127.492376, 37.700589, 127.494811,934,11.7,2.7,7.5,2,2018,2024-09-15,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
어유터널(상),도로터널,02,일반국도,일반국도37호선,37,상행,경기도,연천군,41800,경기도 연천군 전곡읍 마포리, 38.003640, 126.994717, 38.002094, 126.991888,298,9,1.9,7.1,2,2018,2024-09-14,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
상패터널(연천),도로터널,01,일반국도,일반국도3호선,3,상행,경기도,동두천시,41250,경기도 동두천시 상패동 , 37.916423, 127.036801, 37.925421, 127.044164,1200,11.3,3.3,7.8,2,2018,2024-11-24,A,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
상패터널(의정부),도로터널,01,일반국도,일반국도3호선,3,하행,경기도,동두천시,41250,경기도 동두천시 안흥동 , 37.925295, 127.043744, 37.916451, 127.036369,1180,11.3,3.3,7.8,2,2018,2024-07-16,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
도덕터널,도로터널,01,일반국도,일반국도6호선,6,양방향,경기도,양평군,41830,경기도 양평군 청운면 갈운리, 37.531280, 127.801191, 37.528171, 127.804278,434,13,2,7.6,3,2017,2024-11-22,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
어유터널(하),도로터널,02,일반국도,일반국도37호선,37,하행,경기도,파주시,41480,경기도 파주시 적성면 어유지리, 38.002076, 126.991928, 38.003595, 126.994791,298,9,2,7.1,2,2018,2024-09-14,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
옥림터널(상),도로터널,02,일반국도,일반국도48호선,48,상행,인천광역시,강화군,28710,인천광역시 강화군 강화읍 옥림리, 37.759319, 126.498474, 37.757963, 126.500483,230,7,0,7.1,2,2019,2024-04-28,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
옥림터널(하),도로터널,02,일반국도,일반국도48호선,48,하행,인천광역시,강화군,28710,인천광역시 강화군 강화읍 옥림리, 37.757856, 126.500345, 37.759186, 126.498350,230,7,0,7.1,2,2019,2024-04-28,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
부평1터널(상),도로터널,02,일반국도,일반국도47호선,47,상행,경기도,남양주시,41360,경기도 남양주시 진접읍 금곡리, 37.722929, 127.194942, 37.726254, 127.197430,400,7,0,6.5,2,2020,2024-11-22,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
부평1터널(하),도로터널,02,일반국도,일반국도47호선,47,하행,경기도,남양주시,41360,경기도 남양주시 진접읍 부평리, 37.726349, 127.197118, 37.723128, 127.194659,410,7,0,6.5,2,2020,2024-11-22,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
부평2터널(상),도로터널,02,일반국도,일반국도47호선,47,상행,경기도,남양주시,41360,경기도 남양주시 진접읍 부평리, 37.727521, 127.198017, 37.730670, 127.199341,380,7,0,6.5,2,2020,2024-11-22,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
부평2터널(하),도로터널,02,일반국도,일반국도47호선,47,하행,경기도,남양주시,41360,경기도 남양주시 진접읍 부평리, 37.730747, 127.199018, 37.727623, 127.197683,365,7,0,6.5,2,2020,2024-11-22,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
팔야터널(상),도로터널,02,일반국도,일반국도47호선,47,상행,경기도,남양주시,41360,경기도 남양주시 진접읍 팔야리, 37.746774, 127.212762, 37.750683, 127.214560,440,7,0,6.5,2,2020,2024-11-22,B,정기점검,적용,Y,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
팔야터널(하),도로터널,02,일반국도,일반국도47호선,47,하행,경기도,남양주시,41360,경기도 남양주시 진접읍 팔야리, 37.750536, 127.214109, 37.746912, 127.212371,415,7,0,6.5,2,2020,2024-11-22,B,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
동안터널(연천),도로터널,02,일반국도,일반국도3호선,3,상행,경기도,동두천시,41250,경기도 동두천시 안흥동 , 37.939182, 127.047557, 37.942199, 127.048901,330,7,0,7.7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
동안터널(의정부),도로터널,02,일반국도,일반국도3호선,3,하행,경기도,동두천시,41250,경기도 동두천시 상봉암동 , 37.942718, 127.048708, 37.939412, 127.047250,335,7,0,7.7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
봉동터널(연천),도로터널,02,일반국도,일반국도3호선,3,상행,경기도,동두천시,41250,경기도 동두천시 상봉암동 , 37.945866, 127.050480, 37.948446, 127.051619,260,7,0,7.7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
봉동터널(의정부),도로터널,02,일반국도,일반국도3호선,3,하행,경기도,동두천시,41250,경기도 동두천시 상봉암동 , 37.948239, 127.051204, 37.945904, 127.050221,275,7,0,7.7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
봉암터널(연천),도로터널,02,일반국도,일반국도3호선,3,상행,경기도,동두천시,41250,경기도 동두천시 상봉암동 , 37.952630, 127.053084, 37.956310, 127.054964,450,7,0,7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
봉암터널(의정부),도로터널,02,일반국도,일반국도3호선,3,하행,경기도,동두천시,41250,경기도 동두천시 하봉암동 , 37.956387, 127.054708, 37.952631, 127.052709,450,7,0,7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
마차산1터널(연천),도로터널,02,일반국도,일반국도3호선,3,상행,경기도,동두천시,41250,경기도 동두천시 하봉암동 , 37.971962, 127.058464, 37.973732, 127.058892,200,7,0,7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
마차산1터널(의정부),도로터널,02,일반국도,일반국도3호선,3,하행,경기도,동두천시,41250,경기도 동두천시 하봉암동 , 37.973755, 127.058437, 37.971953, 127.058134,200,7,0,7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
마차산2터널(연천),도로터널,02,일반국도,일반국도3호선,3,상행,경기도,동두천시,41250,경기도 동두천시 하봉암동 , 37.974867, 127.059252, 37.980129, 127.063527,697,7,0,7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
마차산2터널(의정부),도로터널,02,일반국도,일반국도3호선,3,하행,경기도,연천군,41800,경기도 연천군 청산면 초성리, 37.980246, 127.063354, 37.974818, 127.058788,697,7,0,7,2,2023,2024-11-24,A,정기점검,미적용,N,,,,N,서울청 의정부사무소,031-820-1761,2024-12-31
광치터널,도로터널,02,일반국도,일반국도31호선,31,양방향,강원특별자치도,인제군,51810,강원특별자치도 인제군 인제읍 가아리, 38.146720, 128.093106, 38.144841, 128.086935,570,9.5,1.5,6.1,2,1994,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
문재터널,도로터널,02,일반국도,일반국도42호선,42,양방향,강원특별자치도,횡성군,51730,강원특별자치도 횡성군 안흥면 상안리, 37.424504, 128.253510, 37.426547, 128.260232,620,9,2,6.1,2,1995,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
추곡터널,도로터널,02,일반국도,일반국도46호선,46,양방향,강원특별자치도,화천군,51790,강원특별자치도 화천군 간동면 간척리, 38.029519, 127.847790, 38.034350, 127.855799,860,11.3,3.3,6.1,2,1994,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
양구터널,도로터널,02,일반국도,일반국도46호선,46,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 국토정중앙면 청리, 38.067707, 128.048869, 38.065682, 128.048319,237,8.6,0,6.1,2,1974,2024-07-24,B,정밀점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
느랏재터널,도로터널,02,일반국도,일반국도56호선,56,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 동면 감정리, 37.892865, 127.820558, 37.886867, 127.819003,660,11.3,0,6.1,2,1991,2024-11-22,B,정밀점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
가락재터널,도로터널,02,일반국도,일반국도56호선,56,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 동면 상걸리, 37.844285, 127.869846, 37.841961, 127.876173,590,8,0,6.1,2,1992,2024-07-05,A,정밀점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
솔치재터널,도로터널,02,일반국도,일반국도56호선,56,양방향,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 화촌면 장평리, 37.728985, 128.120685, 37.727013, 128.126488,540,9,0,6.6,2,1992,2024-06-10,B,정밀점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
말고개터널,도로터널,02,일반국도,일반국도5호선,5,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 사북면 원평리, 38.007133, 127.632387, 38.012999, 127.632221,637,7.8,0.8,6.8,2,2002,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
화천터널,도로터널,02,일반국도,일반국도5호선,5,양방향,강원특별자치도,화천군,51790,강원특별자치도 화천군 화천읍 하리, 38.104279, 127.699442, 38.105599, 127.692585,620,7.5,0,6.8,2,2002,2024-06-22,B,정기점검,미적용,N,"- 벽체, 라이닝 등 콘크리트부재- 포장도::- 콘크리트 단면보수 32.2㎡- 콘크리트 균열보수 668.9㎡- 포장도 보수 367.3㎡",313479,,N,원주청 홍천사무소,033-430-9158,2024-12-31
수인터널,도로터널,01,일반국도,일반국도46호선,46,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 북산면 추곡리, 38.024647, 127.890393, 38.032876, 127.922151,2925,9,2,7.4,2,2005,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
웅진터널,도로터널,01,일반국도,일반국도46호선,46,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 양구읍 수인리, 38.034603, 127.928685, 38.038462, 127.941925,1225,9,2,7.4,2,2005,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
웅진1터널,도로터널,02,일반국도,일반국도46호선,46,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 양구읍 수인리, 38.039191, 127.942900, 38.042339, 127.944882,385,10,3,7.4,2,2005,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
웅진2터널,도로터널,02,일반국도,일반국도46호선,46,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 양구읍 웅진리, 38.051934, 127.948201, 38.053529, 127.954841,590,12.5,5,7.4,2,2009,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
공리터널,도로터널,01,일반국도,일반국도46호선,46,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 양구읍 웅진리, 38.053991, 127.956978, 38.057421, 127.974540,1650,11.5,4,7.4,2,2009,2024-06-30,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
배후령터널,도로터널,01,일반국도,일반국도46호선,46,양방향,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 신북읍 유포리, 37.971035, 127.782361, 38.013502, 127.800616,5057,7,0,8.9,2,2012,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
전재터널,도로터널,01,일반국도,일반국도42호선,42,양방향,강원특별자치도,횡성군,51730,강원특별자치도 횡성군 우천면 오원리, 37.420143, 128.120014, 37.416287, 128.128307,860,10.3,0,7.4,3,2013,2024-06-30,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
안흥터널,도로터널,02,일반국도,일반국도42호선,42,양방향,강원특별자치도,횡성군,51730,강원특별자치도 횡성군 안흥면 안흥리, 37.408471, 128.139817, 37.407531, 128.143869,375,7,0,6.8,2,2013,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
황강터널,도로터널,02,일반국도,일반국도31호선,31,양방향,강원특별자치도,양구군,51800,강원특별자치도 양구군 남면 송우리, 38.095501, 128.018960, 38.093479, 128.016855,285,7,0,6.7,2,2015,2024-07-15,B,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
오미재터널,도로터널,02,일반국도,일반국도31호선,31,양방향,강원특별자치도,인제군,51810,강원특별자치도 인제군 상남면 상남리, 37.878170, 128.259665, 37.884716, 128.264653,870,7,0,6.6,2,2019,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
의암터널(신),도로터널,02,일반국도,일반국도46호선,46,상행,강원특별자치도,춘천시,51110,강원특별자치도 춘천시 신동면 의암리, 37.824379, 127.684863, 37.823389, 127.687872,306.6,11.3,2.8,6.8,2,1994,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
며느리고개터널(상),도로터널,02,일반국도,일반국도44호선,44,상행,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 남면 월천리, 37.638430, 127.795682, 37.640407, 127.801708,542,9,0,6.6,2,2000,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
횡성터널(상),도로터널,02,일반국도,일반국도5호선,5,상행,강원특별자치도,횡성군,51730,강원특별자치도 횡성군 횡성읍 갈풍리, 37.492797, 127.965378, 37.497283, 127.963290,544,11.3,3,6.7,2,2000,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
삼마치터널(상),도로터널,02,일반국도,일반국도5호선,5,상행,강원특별자치도,횡성군,51730,강원특별자치도 횡성군 공근면 상창봉리, 37.594523, 127.900121, 37.601723, 127.900004,780,11.3,3,6.7,2,2000,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
인제터널(상),도로터널,02,일반국도,일반국도44호선,44,상행,강원특별자치도,인제군,51810,강원특별자치도 인제군 인제읍 남북리, 38.044589, 128.158626, 38.052411, 128.161053,922,9.8,1.2,6.1,2,2001,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
장전터널(상),도로터널,02,일반국도,일반국도5호선,5,상행,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 홍천읍 장전평리, 37.667341, 127.878590, 37.671783, 127.875800,546,7,0,6.7,2,2002,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
철정터널(상),도로터널,02,일반국도,일반국도44호선,44,상행,강원특별자치도,홍천군,51720,강원특별자치도 홍천군 화촌면 주음치리, 37.793186, 127.986306, 37.796047, 127.987451,326,9,2,6.7,2,2007,2024-12-31,A,정기점검,적용,Y,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
흥업터널(상),도로터널,02,일반국도,일반국도42호선,42,상행,강원특별자치도,원주시,51130,강원특별자치도 원주시 흥업면 흥업리, 37.296571, 127.903754, 37.298157, 127.902611,201,10,3,6.7,2,2008,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
운계터널(상),도로터널,02,일반국도,일반국도19호선,19,상행,강원특별자치도,원주시,51130,강원특별자치도 원주시 귀래면 운계리, 37.209727, 127.892995, 37.213926, 127.892278,494,7,0,6.8,2,2010,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
매지터널(상),도로터널,02,일반국도,일반국도19호선,19,상행,강원특별자치도,원주시,51130,강원특별자치도 원주시 귀래면 귀래리, 37.237092, 127.898025, 37.242812, 127.899395,690,7,0,6.7,2,2010,2024-12-31,A,정기점검,미적용,N,,,,N,원주청 홍천사무소,033-430-9158,2024-12-31
